target,segment,samples,sites,MAE_transformed,baseline_MAE_transformed,improvement_percent,source_MAE,source_bias,events,caught,missed,false_flags,recall,precision,small_sample
ph,5303395,23,1,0.34782608695652173,0.34782608695652173,0.0,0.34782608695652173,-0.043478260869565216,0,0,0,14,,0.0,False
ph,5303396,16,1,0.0,0.0,,0.0,0.0,0,0,0,11,,0.0,True
ph,5303397,26,1,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0,0,0,20,,0.0,False
ph,5303398,20,1,0.275,0.275,0.0,0.275,0.025,5,2,3,6,0.4,0.25,False
ph,5306101,7,1,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855,0.0,0,0,0,3,,0.0,True
ph,5306103,14,1,0.5,0.5,0.0,0.5,-0.03571428571428571,4,4,0,4,1.0,0.5,True
salinity,251221144813,4,1,0.043501030309005616,0.034363875241587405,-26.58941985786388,0.04875517254714852,-0.014333707498661818,2,1,1,1,0.5,0.5,True
salinity,251221145854,4,1,0.019016354770014655,0.014661811294032897,-29.699901251313893,0.0208261394529027,0.004757523958675954,0,0,0,0,,,True
salinity,251221150008,2,1,0.06847596150746382,0.06662952706572692,-2.7711954790186093,0.07645259940355739,-0.07645259940355739,2,2,0,0,1.0,1.0,True
salinity,251221150232,4,1,0.03459997471138938,0.03286565822378939,-5.276986925959769,0.03799384463030819,-0.018609637752899897,2,0,2,0,0.0,,True
salinity,251221150343,4,1,0.07201685866193108,0.06427671819928688,-12.041903630870316,0.08383467078768671,-0.059830310976342546,3,3,0,1,1.0,0.75,True
salinity,251221150501,4,1,0.021820635373156174,0.016660456823191293,-30.972611403919792,0.023413573215502297,0.0037078418159336973,1,0,1,0,0.0,,True
salinity,251221150928,4,1,0.03226507474993357,0.02601749416414384,-24.01299889364392,0.03568945898852541,-0.00016935037186165125,0,0,0,3,,0.0,True
salinity,251221151218,2,1,0.006210996055166389,0.009111821552433862,31.83584621993209,0.006790025842768201,-0.006790025842768201,0,0,0,0,,,True
salinity,251221153641,1,1,0.03253116438932392,0.009389740349839033,-246.454355256816,0.0353807136421839,0.0353807136421839,0,0,0,1,,0.0,True
salinity,251221153821,1,1,0.02420375554139982,0.009389740349839033,-157.76810262719076,0.0262139770615112,0.0262139770615112,0,0,0,1,,0.0,True
salinity,251221153909,1,1,0.030811292644572677,0.009389740349839033,-228.13785575126016,0.03348123448407969,0.03348123448407969,0,0,0,1,,0.0,True
salinity,251221154015,1,1,0.05937734575953854,0.0,,0.0630108631696862,0.0630108631696862,1,1,0,0,1.0,1.0,True
