site,target,planned_sample_date,issue_date,status,predicted,experimental_tail_probability,experimental_flag,target_age_days,selected_model,risk_model
241118183629,dissolved_oxygen,2026-04-20,2026-04-13,eligible,9.860342726906147,0.03477005619765884,False,45.0,forest,forest
241118183629,oxygen_saturation,2026-04-20,2026-04-13,eligible,88.61337495228192,0.08122210428018346,False,45.0,forest,forest
241118183629,ph,2026-04-20,2026-04-13,eligible,7.06,0.1357922330466053,True,45.0,last_observation,forest
241118183629,conductivity,2026-04-20,2026-04-13,eligible,218.22961070067777,0.18059299191374664,False,45.0,forest,constant_prevalence
241118183629,nitrate,2026-04-20,2026-04-13,eligible,1.2,0.37029972915910925,True,45.0,site_median,forest
241118183629,phosphate,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118183629,turbidity_reported,2026-04-20,2026-04-13,eligible,4.741096356803999,0.25874642192523,True,45.0,site_seasonal,forest
241118183629,turbidity_legacy,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183629,suspended_solids,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118183629,alkalinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183629,hardness,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183629,salinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
251204213047,ecoli,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
251204213047,other_coliform,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
251204213047,water_temperature,2026-04-20,2026-04-13,eligible,11.353617077407305,0.03789973169787357,False,45.0,forest,forest
251204213047,dissolved_oxygen,2026-04-20,2026-04-13,eligible,10.77706735545423,0.018713449408752185,False,51.0,forest,forest
251204213047,oxygen_saturation,2026-04-20,2026-04-13,eligible,92.05656981372759,0.07294187577624614,False,51.0,forest,forest
251204213047,ph,2026-04-20,2026-04-13,eligible,7.5,0.17682174575030374,True,45.0,last_observation,forest
251204213047,conductivity,2026-04-20,2026-04-13,eligible,176.51499893144322,0.18059299191374664,False,45.0,forest,constant_prevalence
251204213047,nitrate,2026-04-20,2026-04-13,eligible,0.67,0.3671620414413522,True,45.0,site_median,forest
251204213047,phosphate,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
251204213047,turbidity_reported,2026-04-20,2026-04-13,eligible,4.654423047491228,0.07812871774678545,False,45.0,site_seasonal,forest
251204213047,turbidity_legacy,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
251204213047,suspended_solids,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
251204213047,alkalinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
251204213047,hardness,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
251204213047,salinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
251204215153,ecoli,2026-04-20,2026-04-13,eligible,171.4370411089377,0.23236009732360097,False,45.0,forest,constant_prevalence
251204215153,other_coliform,2026-04-20,2026-04-13,eligible,700.0,0.14054248536412575,False,45.0,last_observation,forest
251204215153,water_temperature,2026-04-20,2026-04-13,eligible,10.685685982234391,0.04859553516719933,False,45.0,forest,forest
251204215153,dissolved_oxygen,2026-04-20,2026-04-13,eligible,11.20624803671995,0.026365638796288882,False,45.0,forest,forest
